Source Crosswalk (Grades 4–6),,,,,,
Many-to-many audit trail. Each row records one relationship between a Forge competency and an external standard.,,,,,,
,,,,,,
Forge Standard ID,Subject,Framework,External Standard Code,Alignment Strength,Alignment Rationale,Source / Locator
FF.G5.SS.06,Social Studies,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.06,Social Studies,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.06,Social Studies,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.06,Social Studies,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.06,Social Studies,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.06,Social Studies,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.07,Social Studies,Tennessee Academic Standards,5.01,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.70
FF.G5.SS.07,Social Studies,Tennessee Academic Standards,5.02,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.70
FF.G5.SS.07,Social Studies,Tennessee Academic Standards,5.03,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.70
FF.G5.SS.07,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.RI.5.1,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.70
FF.G5.SS.07,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.RI.5.6,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.70
FF.G5.SS.07,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.RI.5.9,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.70
FF.G5.SS.07,Social Studies,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.07,Social Studies,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.07,Social Studies,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.07,Social Studies,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.07,Social Studies,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.07,Social Studies,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.08,Social Studies,Tennessee Academic Standards,5.04,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.70
FF.G5.SS.08,Social Studies,Tennessee Academic Standards,5.05,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.70
FF.G5.SS.08,Social Studies,Tennessee Academic Standards,5.06,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.70
FF.G5.SS.08,Social Studies,Tennessee Academic Standards,5.07,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.70
FF.G5.SS.08,Social Studies,Tennessee Academic Standards,5.08,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.70
FF.G5.SS.08,Social Studies,Tennessee Academic Standards,5.09,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.70
FF.G5.SS.08,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.RI.5.3,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.70
FF.G5.SS.08,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.RI.5.7,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.70
FF.G5.SS.08,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.W.5.2,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.70
FF.G5.SS.08,Social Studies,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.08,Social Studies,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.08,Social Studies,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.08,Social Studies,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.08,Social Studies,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.08,Social Studies,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.09,Social Studies,Tennessee Academic Standards,5.10,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.71
FF.G5.SS.09,Social Studies,Tennessee Academic Standards,5.11,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.71
FF.G5.SS.09,Social Studies,Tennessee Academic Standards,5.13,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.71
FF.G5.SS.09,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.RI.5.3,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.71
FF.G5.SS.09,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.RI.5.7,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.71
FF.G5.SS.09,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.W.5.2,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.71
FF.G5.SS.09,Social Studies,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.09,Social Studies,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.09,Social Studies,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.09,Social Studies,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.09,Social Studies,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.09,Social Studies,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.10,Social Studies,Tennessee Academic Standards,5.12,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.71
FF.G5.SS.10,Social Studies,Tennessee Academic Standards,5.14,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.71
FF.G5.SS.10,Social Studies,Tennessee Academic Standards,5.15,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.71
FF.G5.SS.10,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.RI.5.1,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.71
FF.G5.SS.10,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.RI.5.6,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.71
FF.G5.SS.10,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.W.5.1,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.71
FF.G5.SS.10,Social Studies,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.10,Social Studies,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.10,Social Studies,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.10,Social Studies,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.10,Social Studies,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.10,Social Studies,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.11,Social Studies,Tennessee Academic Standards,5.16,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.72
FF.G5.SS.11,Social Studies,Tennessee Academic Standards,5.17,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.72
FF.G5.SS.11,Social Studies,Tennessee Academic Standards,5.18,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.72
FF.G5.SS.11,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.RI.5.3,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.72
FF.G5.SS.11,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.RI.5.7,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.72
FF.G5.SS.11,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.W.5.2,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.72
FF.G5.SS.11,Social Studies,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.11,Social Studies,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.11,Social Studies,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.11,Social Studies,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.11,Social Studies,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.11,Social Studies,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.12,Social Studies,Tennessee Academic Standards,5.19,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.72
FF.G5.SS.12,Social Studies,Tennessee Academic Standards,5.20,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.72
FF.G5.SS.12,Social Studies,Tennessee Academic Standards,5.21,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.72
FF.G5.SS.12,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.RI.5.1,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.72
FF.G5.SS.12,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.RI.5.3,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.72
FF.G5.SS.12,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.W.5.2,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.72
FF.G5.SS.12,Social Studies,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.12,Social Studies,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.12,Social Studies,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.12,Social Studies,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.12,Social Studies,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.12,Social Studies,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.13,Social Studies,Tennessee Academic Standards,5.22,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF pp.72–73
FF.G5.SS.13,Social Studies,Tennessee Academic Standards,5.23,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF pp.72–73
FF.G5.SS.13,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.RI.5.1,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF pp.72–73
FF.G5.SS.13,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.RI.5.6,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF pp.72–73
FF.G5.SS.13,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.W.5.1,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF pp.72–73
FF.G5.SS.13,Social Studies,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.13,Social Studies,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.13,Social Studies,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.13,Social Studies,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.13,Social Studies,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.13,Social Studies,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.14,Social Studies,Tennessee Academic Standards,5.24,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.74
FF.G5.SS.14,Social Studies,Tennessee Academic Standards,5.25,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.74
FF.G5.SS.14,Social Studies,Tennessee Academic Standards,5.26,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.74
FF.G5.SS.14,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.RI.5.3,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.74
FF.G5.SS.14,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.RI.5.7,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.74
FF.G5.SS.14,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.W.5.2,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.74
FF.G5.SS.14,Social Studies,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.14,Social Studies,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.14,Social Studies,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.14,Social Studies,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.14,Social Studies,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.14,Social Studies,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.15,Social Studies,Tennessee Academic Standards,5.27,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.74
FF.G5.SS.15,Social Studies,Tennessee Academic Standards,5.28,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.74
FF.G5.SS.15,Social Studies,Tennessee Academic Standards,5.29,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.74
FF.G5.SS.15,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.RI.5.1,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.74
FF.G5.SS.15,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.RI.5.9,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.74
FF.G5.SS.15,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.SL.5.4,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF p.74
FF.G5.SS.15,Social Studies,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.15,Social Studies,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.15,Social Studies,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.15,Social Studies,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.15,Social Studies,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.15,Social Studies,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.16,Social Studies,Tennessee Academic Standards,5.30,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF pp.74–75
FF.G5.SS.16,Social Studies,Tennessee Academic Standards,5.31,Direct,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF pp.74–75
FF.G5.SS.16,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.RI.5.3,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF pp.74–75
FF.G5.SS.16,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.RI.5.7,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF pp.74–75
FF.G5.SS.16,Social Studies,Common Core State Standards,CCSS.ELA-LITERACY.W.5.2,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",TN Social Studies 2024 PDF pp.74–75
FF.G5.SS.16,Social Studies,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.16,Social Studies,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.16,Social Studies,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G5.SS.16,Social Studies,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
