Grade 5 Forge Standards Framework,,,,,,,,,,,,,,,,,,,,,,,
"Competency-sized outcomes with explicit source alignment, evidence expectations, and vertical progression. Filterable working draft.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Forge Standard ID,Grade,Grade Band,Subject,Domain / Strand,Forge Standard,Description,Learning Target — I Can,Essential Question,Priority,Tennessee Standard(s),Common Core,NGSS,NSQ Online Course,TN Alignment,National Alignment,Alignment Rationale,Prerequisite Anchor,Next / Acceleration Anchor,Suggested Evidence / Performance Task,Source Document / Page,Review Status,Final Approver,Crosswalk Links
FF.G5.SS.06,5,Grades 4–5,Social Studies,Social Studies Practices,Develop geographic awareness,"Use varied maps to analyze relationships among people, resources, places, regions, and the physical environment.","I can use varied maps to analyze relationships among people, resources, places, regions, and the physical environment.","How does develop geographic awareness deepen understanding of people, place, and change over time?",Essential,SSP.06,CCSS.ELA-LITERACY.RI.5.7; CCSS.ELA-LITERACY.W.5.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 4 map use and human-environment relationships,Grade 6 spatial patterns and diffusion across scales,"Geographic inquiry using maps, data, and explanatory writing",TN Social Studies 2024 PDF pp.68–69,Draft—Head of School Review,Head of School,9
FF.G5.SS.07,5,Grades 4–5,Social Studies,Tennessee Prior to Statehood,Explain Tennessee’s name and Indigenous cultures,Explain theories about the name Tennessee and use archaeological and historical evidence to compare Indigenous cultures and nations in the region.,I can explain theories about the name Tennessee and use archaeological and historical evidence to compare Indigenous cultures and nations in the region.,"How does explain tennessee’s name and indigenous cultures deepen understanding of people, place, and change over time?",Essential,5.01; 5.02; 5.03,CCSS.ELA-LITERACY.RI.5.1; CCSS.ELA-LITERACY.RI.5.6; CCSS.ELA-LITERACY.RI.5.9,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 4 U.S. history and source analysis,"Tennessee settlement, migration, and statehood",Museum-style evidence panel on Tennessee’s name and Indigenous cultures,TN Social Studies 2024 PDF p.70,Draft—Head of School Review,Head of School,12
FF.G5.SS.08,5,Grades 4–5,Social Studies,Tennessee Prior to Statehood,"Analyze exploration, migration, and early settlement","Explain how long hunters, routes, settlements, leaders, conflict, and diverse frontier experiences shaped migration and settlement in Tennessee.","I can explain how long hunters, routes, settlements, leaders, conflict, and diverse frontier experiences shaped migration and settlement in Tennessee.","How does analyze exploration, migration, and early settlement deepen understanding of people, place, and change over time?",Essential,5.04; 5.05; 5.06; 5.07; 5.08; 5.09,CCSS.ELA-LITERACY.RI.5.3; CCSS.ELA-LITERACY.RI.5.7; CCSS.ELA-LITERACY.W.5.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Tennessee Indigenous cultures and regional geography,Tennessee statehood and early government,Annotated migration map and multi-perspective frontier account,TN Social Studies 2024 PDF p.70,Draft—Head of School Review,Head of School,15
FF.G5.SS.09,5,Grades 4–5,Social Studies,Statehood & Early History,Trace Tennessee statehood and territorial growth,"Sequence Tennessee’s path from the State of Franklin and Southwest Territory to statehood and explain early leadership, capital, and boundary growth.","I can sequence Tennessee’s path from the State of Franklin and Southwest Territory to statehood and explain early leadership, capital, and boundary growth.","How does trace tennessee statehood and territorial growth deepen understanding of people, place, and change over time?",Essential,5.10; 5.11; 5.13,CCSS.ELA-LITERACY.RI.5.3; CCSS.ELA-LITERACY.RI.5.7; CCSS.ELA-LITERACY.W.5.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Early Tennessee settlements and compacts,Tennessee’s role in national expansion and conflict,Statehood timeline and territorial map briefing,TN Social Studies 2024 PDF p.71,Draft—Head of School Review,Head of School,12
FF.G5.SS.10,5,Grades 4–5,Social Studies,Statehood & Early History,"Evaluate Tennessee leaders, war, and Indigenous removal",Explain Tennessee’s role in the War of 1812 and evaluate how Andrew Jackson’s presidency and other influential Tennesseans affected peoples and the nation.,I can explain Tennessee’s role in the War of 1812 and evaluate how Andrew Jackson’s presidency and other influential Tennesseans affected peoples and the nation.,"How does evaluate tennessee leaders, war, and indigenous removal deepen understanding of people, place, and change over time?",Essential,5.12; 5.14; 5.15,CCSS.ELA-LITERACY.RI.5.1; CCSS.ELA-LITERACY.RI.5.6; CCSS.ELA-LITERACY.W.5.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Tennessee statehood and early leadership,Sectional conflict and the Civil War in Tennessee,Evidence-based historical judgment using multiple perspectives,TN Social Studies 2024 PDF p.71,Draft—Head of School Review,Head of School,12
FF.G5.SS.11,5,Grades 4–5,Social Studies,Tennessee During the Civil War Era,Analyze sectional differences and Civil War events,Analyze how enslavement and regional differences influenced Tennessee’s secession and explain the significance of major battles and the Medal of Honor.,I can analyze how enslavement and regional differences influenced Tennessee’s secession and explain the significance of major battles and the Medal of Honor.,"How does analyze sectional differences and civil war events deepen understanding of people, place, and change over time?",Essential,5.16; 5.17; 5.18,CCSS.ELA-LITERACY.RI.5.3; CCSS.ELA-LITERACY.RI.5.7; CCSS.ELA-LITERACY.W.5.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Antebellum Tennessee and national expansion,Reconstruction politics and civil rights,Civil War campaign map and cause-and-effect analysis,TN Social Studies 2024 PDF p.72,Draft—Head of School Review,Head of School,12
FF.G5.SS.12,5,Grades 4–5,Social Studies,Reconstruction in Tennessee,Evaluate Reconstruction government and education,"Explain how the 1870 Tennessee Constitution, convict leasing, the Coal Creek War, and educational efforts shaped life after the Civil War.","I can explain how the 1870 Tennessee Constitution, convict leasing, the Coal Creek War, and educational efforts shaped life after the Civil War.","How does evaluate reconstruction government and education deepen understanding of people, place, and change over time?",Essential,5.19; 5.20; 5.21,CCSS.ELA-LITERACY.RI.5.1; CCSS.ELA-LITERACY.RI.5.3; CCSS.ELA-LITERACY.W.5.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Civil War consequences in Tennessee,"Jim Crow, disfranchisement, and civil rights",Reconstruction policy analysis supported by primary sources,TN Social Studies 2024 PDF p.72,Draft—Head of School Review,Head of School,12
FF.G5.SS.13,5,Grades 4–5,Social Studies,Reconstruction in Tennessee,Analyze oppression after Reconstruction,"Explain how vigilante action, Black Codes, Jim Crow laws, and the end of Reconstruction affected African American Tennesseans.","I can explain how vigilante action, Black Codes, Jim Crow laws, and the end of Reconstruction affected African American Tennesseans.","How does analyze oppression after reconstruction deepen understanding of people, place, and change over time?",Essential,5.22; 5.23,CCSS.ELA-LITERACY.RI.5.1; CCSS.ELA-LITERACY.RI.5.6; CCSS.ELA-LITERACY.W.5.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Reconstruction government and education,Tennessee’s Civil Rights Movement,Human-rights evidence exhibit with contextual analysis,TN Social Studies 2024 PDF pp.72–73,Draft—Head of School Review,Head of School,11
FF.G5.SS.14,5,Grades 4–5,Social Studies,Tennessee in the 20th Century,"Explain suffrage, economic recovery, and wartime contributions","Explain Tennessee’s role in women’s suffrage, the TVA and CCC, and Tennessee’s contributions during the world wars.","I can explain Tennessee’s role in women’s suffrage, the TVA and CCC, and Tennessee’s contributions during the world wars.","How does explain suffrage, economic recovery, and wartime contributions deepen understanding of people, place, and change over time?",Essential,5.24; 5.25; 5.26,CCSS.ELA-LITERACY.RI.5.3; CCSS.ELA-LITERACY.RI.5.7; CCSS.ELA-LITERACY.W.5.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.","Grade 4 Progressive Era, Great Depression, and world wars","Tennessee civil rights, culture, and modern economy",Tennessee 20th-century turning-points documentary storyboard,TN Social Studies 2024 PDF p.74,Draft—Head of School Review,Head of School,12
FF.G5.SS.15,5,Grades 4–5,Social Studies,Tennessee in the 20th Century,Analyze civil rights and cultural influence,Explain Tennessee’s contributions to the Civil Rights Movement and analyze the state’s music industry and influential modern Tennesseans.,I can explain Tennessee’s contributions to the Civil Rights Movement and analyze the state’s music industry and influential modern Tennesseans.,"How does analyze civil rights and cultural influence deepen understanding of people, place, and change over time?",Essential,5.27; 5.28; 5.29,CCSS.ELA-LITERACY.RI.5.1; CCSS.ELA-LITERACY.RI.5.9; CCSS.ELA-LITERACY.SL.5.4,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 4 national Civil Rights Movement,Modern Tennessee society and civic participation,Curated Tennessee civil-rights and culture exhibition,TN Social Studies 2024 PDF p.74,Draft—Head of School Review,Head of School,12
FF.G5.SS.16,5,Grades 4–5,Social Studies,Modern Tennessee,Compare Tennessee’s economy and government,"Compare major industries, tourism, and agriculture across Tennessee’s grand divisions and explain the roles of the three branches of state government.","I can compare major industries, tourism, and agriculture across Tennessee’s grand divisions and explain the roles of the three branches of state government.","How does compare tennessee’s economy and government deepen understanding of people, place, and change over time?",Essential,5.30; 5.31,CCSS.ELA-LITERACY.RI.5.3; CCSS.ELA-LITERACY.RI.5.7; CCSS.ELA-LITERACY.W.5.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Tennessee 20th-century change,Grade 6 comparative government and geography,Regional economic profile and state-government explainer,TN Social Studies 2024 PDF pp.74–75,Draft—Head of School Review,Head of School,11
FF.G5.SS.17,5,Grades 4–5,Social Studies,Geography—Maps & Globes,Use global location systems,"Analyze map and globe features and use directions, scale, grids, latitude, and longitude to determine absolute and relative locations.","I can analyze map and globe features and use directions, scale, grids, latitude, and longitude to determine absolute and relative locations.","How does use global location systems deepen understanding of people, place, and change over time?",Essential,5.32; 5.33,CCSS.ELA-LITERACY.RI.5.7; CCSS.ELA-LITERACY.W.5.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.","Grade 4 map scale, direction, and regions",Grade 6 historical geography across ancient civilizations,Map-navigation challenge with coordinate and scale evidence,TN Social Studies 2024 PDF p.77,Draft—Head of School Review,Head of School,10
FF.G5.SS.18,5,Grades 4–5,Social Studies,Geography—Maps & Globes,Interpret geographic representations and features,"Compare ways geographic information is communicated and interpret physical features, human features, reference maps, thematic maps, graphs, and charts.","I can compare ways geographic information is communicated and interpret physical features, human features, reference maps, thematic maps, graphs, and charts.","How does interpret geographic representations and features deepen understanding of people, place, and change over time?",Essential,5.34; 5.35; 5.36; 5.37,CCSS.ELA-LITERACY.RI.5.7; CCSS.ELA-LITERACY.RI.5.9; CCSS.ELA-LITERACY.W.5.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 4 maps and visual sources,Grade 6 source validity and geographic patterns,Multi-map atlas page with interpretation notes,TN Social Studies 2024 PDF p.77,Draft—Head of School Review,Head of School,13
FF.G5.SS.19,5,Grades 4–5,Social Studies,U.S. Geography,"Locate and compare U.S. states, features, and regions","Locate states and major physical features and compare U.S. regions by climate, landforms, cities, population, and effects on daily life.","I can locate states and major physical features and compare U.S. regions by climate, landforms, cities, population, and effects on daily life.","How does locate and compare u.s. states, features, and regions deepen understanding of people, place, and change over time?",Essential,5.38; 5.39; 5.40; 5.41,CCSS.ELA-LITERACY.RI.5.3; CCSS.ELA-LITERACY.RI.5.7; CCSS.ELA-LITERACY.W.5.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 4 U.S. history and regional change,Grade 6 human-environment interaction across civilizations,Regional comparison atlas and settlement recommendation,TN Social Studies 2024 PDF p.78,Draft—Head of School Review,Head of School,13
FF.G5.SS.20,5,Grades 4–5,Social Studies,Tennessee Geography,Compare Tennessee’s physical regions,Locate and compare the six physical regions within Tennessee’s three grand divisions.,I can locate and compare the six physical regions within Tennessee’s three grand divisions.,"How does compare tennessee’s physical regions deepen understanding of people, place, and change over time?",Essential,5.42,CCSS.ELA-LITERACY.RI.5.7; CCSS.ELA-LITERACY.SL.5.4,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Tennessee grand divisions and economy,Grade 6 geographic effects on civilizations,Annotated relief map and regional comparison,TN Social Studies 2024 PDF p.78,Draft—Head of School Review,Head of School,9
FF.G5.SS.21,5,Grades 4–5,Social Studies,World Geography,Analyze world regions and settlement patterns,"Locate continents, oceans, and major physical features; compare continents; and explain how physical geography influences settlement.","I can locate continents, oceans, and major physical features; compare continents; and explain how physical geography influences settlement.","How does analyze world regions and settlement patterns deepen understanding of people, place, and change over time?",Essential,5.43; 5.44; 5.45; 5.46,CCSS.ELA-LITERACY.RI.5.3; CCSS.ELA-LITERACY.RI.5.7; CCSS.ELA-LITERACY.W.5.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",U.S. and Tennessee physical geography,Grade 6 geography of early civilizations,World physical map and evidence-based settlement analysis,TN Social Studies 2024 PDF p.79,Draft—Head of School Review,Head of School,13
